time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,1.88,0.04,-6,-0.102,1.085,40.6,62.6,-390.7,459.3,0
0.02,2.92,0.1,-6,-0.153,1.202,17.5,83.1,104.3,456.5,0
0.04,2.5,0.15,-5.99,-0.03,1.009,32.2,54.5,39.1,456.5,0
0.06,1.25,0.17,-5.99,-0.026,1.108,40.6,62.6,49.3,459.3,0
0.08,0.63,0.18,-5.99,-0.123,1.121,32.2,25.8,22.8,456.5,0
0.1,0,0.18,-5.98,-0.072,1.009,47,40.1,22.8,456.5,0
0.12,-1.04,0.16,-5.98,-0.038,0.996,32.2,25.8,22.8,456.5,0
0.14,-1.25,0.14,-5.98,0.068,0.991,53.3,60.6,29,453.6,0
0.16,-0.42,0.13,-5.98,-0.017,0.991,53.3,74.9,61.6,453.6,0
0.18,1.25,0.15,-5.97,-0.038,1.117,38.6,60.6,45.3,453.6,0
0.2,2.5,0.2,-5.97,-0.111,1.117,38.6,60.6,12.7,453.6,0
0.22,3.55,0.28,-5.96,-0.03,1.036,68,46.3,12.7,453.6,0
0.24,2.71,0.33,-5.96,-0.047,1.072,38.6,46.3,29,453.6,0
0.26,1.25,0.35,-5.95,-0.051,1.013,53.3,46.3,45.3,453.6,0
0.28,-1.25,0.33,-5.94,-0.115,0.982,44.9,66.7,35.1,450.8,0
0.3,-3.96,0.25,-5.94,-0.081,1.022,44.9,52.4,18.8,450.8,0
0.32,-5.22,0.15,-5.93,-0.115,1.152,51.2,58.5,41.3,448,0
0.34,-3.75,0.07,-5.93,-0.174,1.3,44.9,52.4,51.4,450.8,0
0.36,-0.21,0.07,-5.93,-0.183,1.081,44.9,66.7,51.4,450.8,0
0.38,2.09,0.11,-5.93,0.043,1.265,51.2,87.2,41.3,448,0
0.4,2.29,0.15,-5.93,-0.068,1.193,65.9,58.5,25,448,0
0.42,2.09,0.2,-5.92,-0.047,1.121,59.6,66.7,35.1,450.8,0
0.44,3.13,0.26,-5.92,-0.068,1.112,57.6,50.4,31.1,445.2,0
0.46,2.71,0.31,-5.91,-0.102,0.924,51.2,58.5,41.3,448,0
0.48,2.29,0.36,-5.9,-0.038,1.04,65.9,29.9,25,448,0
0.5,0.83,0.38,-5.9,0.106,0.973,72.3,50.4,14.8,445.2,0
