time(sec),acc(in/s/s),vel(in/s),pos(in),lateral_acc_1,lateral_acc_2,Load_1(lbs),Load_2(lbs),Load_3(lbs),Pressure(psi),Temperature(F)
0,-2.34,-0.05,-6,0.14,0.614,25.1,58.4,-395.8,73.3,0
0.02,-0.67,-0.06,-6,-0.374,-0.7,60.9,35.9,50.3,70.4,0
0.04,0.79,-0.04,-6,0.06,-0.121,25.1,58.4,27.9,73.3,0
0.06,2.46,0.01,-6,-0.004,0.009,31.4,78.9,50.3,70.4,0
0.08,3.09,0.07,-6,-0.204,-0.054,31.4,50.3,34,70.4,0
0.1,2.88,0.12,-6,-0.072,-0.072,16.7,64.6,34,70.4,0
0.12,1.42,0.15,-6,-0.077,-0.054,31.4,50.3,34,70.4,0
0.14,-0.67,0.14,-5.99,-0.055,-0.063,37.8,56.4,23.9,67.6,0
0.16,-2.54,0.09,-5.99,-0.009,-0.081,44.1,62.5,46.3,64.8,0
0.18,-3.17,0.03,-5.99,-0.013,-0.081,16.7,50.3,34,70.4,0
0.2,-4.01,-0.06,-5.99,-0.06,-0.076,52.5,56.4,40.2,67.6,0
0.22,-4.63,-0.15,-6,-0.047,-0.135,37.8,42.1,23.9,67.6,0
0.24,-4.21,-0.23,-6,-0.038,0.009,31.4,78.9,50.3,70.4,0
0.26,-2.54,-0.28,-6.01,-0.094,-0.09,37.8,56.4,23.9,67.6,0
0.28,-0.46,-0.29,-6.01,-0.051,-0.099,37.8,56.4,40.2,67.6,0
0.3,0.38,-0.28,-6.02,-0.094,-0.045,2,50.3,34,70.4,0
0.32,1.42,-0.26,-6.02,-0.055,-0.126,23,70.7,40.2,67.6,0
0.34,1.63,-0.22,-6.03,-0.064,-0.049,52.5,42.1,23.9,67.6,0
0.36,1.42,-0.2,-6.03,-0.064,-0.081,16.7,50.3,17.7,70.4,0
0.38,0.38,-0.19,-6.03,-0.081,-0.072,23,56.4,40.2,67.6,0
0.4,-0.46,-0.2,-6.04,-0.038,-0.054,23,56.4,40.2,67.6,0
0.42,-1.08,-0.22,-6.04,-0.089,-0.09,23,27.8,23.9,67.6,0
0.44,-1.29,-0.24,-6.05,-0.077,-0.049,23,85,56.5,67.6,0
0.46,-1.71,-0.28,-6.05,-0.03,-0.049,37.8,56.4,40.2,67.6,0
0.48,-1.29,-0.3,-6.06,-0.081,-0.049,8.3,56.4,23.9,67.6,0
0.5,-0.46,-0.31,-6.07,-0.106,-0.09,23,56.4,40.2,67.6,0
0.52,-0.25,-0.32,-6.07,-0.081,-0.09,23,42.1,23.9,67.6,0
0.54,-0.04,-0.32,-6.08,-0.064,-0.085,37.8,56.4,23.9,67.6,0
0.56,1.21,-0.3,-6.08,-0.06,-0.09,23,56.4,23.9,67.6,0
0.58,3.71,-0.22,-6.09,-0.064,-0.063,23,56.4,40.2,67.6,0
0.6,5.38,-0.11,-6.09,-0.077,-0.081,23,56.4,40.2,67.6,0
0.62,5.38,-0.01,-6.09,-4,1.022,-21.1,85,40.2,67.6,0
0.64,4.96,0.09,-6.09,0.26,-0.341,23,27.8,-8.7,67.6,0
0.66,4.34,0.18,-6.09,-0.294,0.063,-138.8,156.6,138,67.6,0
0.68,3.5,0.25,-6.08,0.055,-0.148,23,85,40.2,67.6,0
0.7,2.67,0.3,-6.07,-0.898,0.399,119.7,-21.3,-31.1,70.4,0
0.72,2.25,0.35,-6.07,1.038,1.48,52.5,42.1,23.9,67.6,0
0.74,1.63,0.38,-6.06,0.719,1.695,52.5,42.1,23.9,67.6,0
0.76,1.21,0.41,-6.05,-0.634,1.399,-35.8,85,40.2,67.6,0
0.78,0.58,0.42,-6.04,-0.77,0.39,8.3,56.4,23.9,67.6,0
0.8,0.38,0.42,-6.03,0.357,-0.108,67.2,-0.9,-8.7,67.6,0
0.82,0.38,0.43,-6.03,-0.745,0.215,46.1,-7,1.4,70.4,0
0.84,0.17,0.44,-6.02,0.03,0.004,2,50.3,34,70.4,0
0.86,-0.04,0.43,-6.01,-0.583,0.045,23,27.8,7.6,67.6,0
0.88,0.17,0.44,-6,-0.162,0.135,23,70.7,40.2,67.6,0
0.9,0.17,0.44,-5.99,0.051,-0.094,52.5,42.1,23.9,67.6,0
0.92,0.17,0.44,-5.98,-0.234,-0.063,-21.1,99.3,72.8,67.6,0
0.94,-0.04,0.44,-5.97,0.877,-0.22,23,42.1,7.6,67.6,0
0.96,0.17,0.45,-5.96,0.026,0.238,67.2,27.8,7.6,67.6,0
0.98,0.38,0.45,-5.96,-0.485,0.184,31.4,93.2,66.6,70.4,0
1,0.79,0.47,-5.95,-0.068,-0.067,31.4,35.9,1.4,70.4,0
1.02,0.79,0.49,-5.94,1.532,-7.973,60.9,-722.8,-731.8,70.4,0
1.04,0.79,0.5,-5.93,0.553,-2.202,140.8,-43.8,-57.6,67.6,0
1.06,0.38,0.51,-5.92,1.557,-0.368,8.3,185.2,170.5,67.6,0
1.08,-0.04,0.51,-5.91,-0.689,-0.278,37.8,-29.5,-41.3,67.6,0
1.1,-0.46,0.5,-5.9,-0.553,-0.022,81.9,42.1,23.9,67.6,0
1.12,-0.25,0.49,-5.89,-0.102,0.148,46.1,35.9,17.7,70.4,0
1.14,-0.04,0.49,-5.88,-0.745,-0.547,16.7,-7,1.4,70.4,0
1.16,0.38,0.5,-5.87,0.004,-0.211,-6.4,99.3,89.1,67.6,0
1.18,0.38,0.51,-5.86,0.651,-0.758,111.3,-58.1,-73.9,67.6,0
1.2,0.38,0.52,-5.85,0.898,-0.48,23,56.4,40.2,67.6,0
1.22,0.58,0.53,-5.83,-0.021,-0.229,37.8,42.1,23.9,67.6,0
1.24,0.58,0.54,-5.82,-0.315,0.224,2,78.9,50.3,70.4,0
1.26,0.58,0.55,-5.81,-0.306,0.233,8.3,56.4,40.2,67.6,0
1.28,0.79,0.57,-5.8,-0.74,0.206,46.1,35.9,17.7,70.4,0
1.3,0.58,0.58,-5.79,-0.004,0.058,23,42.1,23.9,67.6,0
1.32,0.38,0.59,-5.78,0.37,-0.265,52.5,70.7,40.2,67.6,0
1.34,-0.04,0.59,-5.77,-0.2,-0.197,46.1,21.6,1.4,70.4,0
1.36,-0.25,0.58,-5.75,-0.043,-0.269,16.7,35.9,17.7,70.4,0
1.38,-0.46,0.57,-5.74,0.528,-0.242,16.7,93.2,50.3,70.4,0
1.4,-0.67,0.56,-5.73,-0.626,0.108,16.7,35.9,17.7,70.4,0
1.42,-0.46,0.55,-5.72,0.264,-0.193,111.3,42.1,7.6,67.6,0
1.44,-0.25,0.54,-5.71,1.83,-1.583,52.5,56.4,56.5,67.6,0
1.46,-0.25,0.54,-5.7,0.574,-0.287,52.5,70.7,56.5,67.6,0
1.48,-0.67,0.53,-5.69,-0.128,0.063,-109.4,70.7,40.2,67.6,0
1.5,-0.67,0.51,-5.68,0.34,-0.13,31.4,78.9,50.3,70.4,0
1.52,-0.67,0.5,-5.67,-1.17,0.368,155.5,-0.9,-25,67.6,0
1.54,-0.46,0.49,-5.66,0.46,0.121,75.6,64.6,66.6,70.4,0
1.56,-0.46,0.48,-5.65,-0.638,0.117,37.8,13.4,-8.7,67.6,0
1.58,-0.46,0.47,-5.64,0.06,-0.417,67.2,42.1,23.9,67.6,0
1.6,-0.04,0.47,-5.63,-0.489,0.466,2,78.9,50.3,70.4,0
1.62,-0.04,0.47,-5.62,-0.055,-0.206,81.9,13.4,-25,67.6,0
1.64,-0.04,0.47,-5.61,-0.634,-0.22,-35.8,99.3,72.8,67.6,0
1.66,-0.04,0.47,-5.6,0.081,0.085,31.4,21.6,-14.8,70.4,0
1.68,-0.04,0.47,-5.59,-0.753,-0.336,23,56.4,40.2,67.6,0
1.7,0.17,0.47,-5.58,0.077,-0.027,81.9,42.1,7.6,67.6,0
1.72,0.17,0.47,-5.57,-0.03,-0.256,60.9,7.3,-14.8,70.4,0
1.74,0.38,0.48,-5.56,-0.877,0.081,-12.7,50.3,50.3,70.4,0
1.76,0.38,0.49,-5.55,0.06,-0.179,75.6,50.3,34,70.4,0
1.78,0.38,0.5,-5.54,0,-0.152,96.6,-0.9,-8.7,67.6,0
1.8,0.17,0.5,-5.53,-0.353,-0.022,23,70.7,40.2,67.6,0
1.82,0.38,0.51,-5.52,-0.2,0.332,2,50.3,34,70.4,0
1.84,1,0.53,-5.51,0.021,0.121,-27.4,93.2,66.6,70.4,0
1.86,1.42,0.56,-5.5,-0.366,0.17,46.1,35.9,17.7,70.4,0
1.88,0.79,0.57,-5.49,0.026,-0.256,2,64.6,50.3,70.4,0
1.9,0.38,0.58,-5.48,-0.055,-0.031,8.3,85,56.5,67.6,0
1.92,0.38,0.59,-5.47,0.098,-0.265,52.5,27.8,7.6,67.6,0
1.94,0.17,0.59,-5.46,-0.055,-0.112,52.5,-0.9,-25,67.6,0
1.96,-0.04,0.59,-5.44,0.004,0.363,23,70.7,56.5,67.6,0
1.98,0.17,0.59,-5.43,-0.004,-0.058,2,50.3,34,70.4,0
2,0.17,0.6,-5.42,-0.46,0.045,52.5,-0.9,-25,67.6,0
2.02,0.38,0.6,-5.41,0.345,0.094,81.9,-15.2,-25,67.6,0
2.04,0.38,0.61,-5.4,-0.026,0.004,-21.1,99.3,72.8,67.6,0
2.06,0.38,0.62,-5.38,-0.047,-0.161,96.6,-0.9,-25,67.6,0
2.08,0.38,0.63,-5.37,0.217,-0.054,37.8,42.1,23.9,67.6,0
2.1,0.38,0.63,-5.36,-0.54,-0.117,37.8,13.4,-8.7,67.6,0
2.12,0.17,0.64,-5.35,-0.077,-0.206,37.8,27.8,23.9,67.6,0
2.14,0.17,0.64,-5.33,0.247,-0.399,8.3,70.7,56.5,67.6,0
2.16,0.17,0.64,-5.32,0.289,-0.511,37.8,42.1,23.9,67.6,0
2.18,-0.04,0.64,-5.31,0.217,-0.283,37.8,56.4,23.9,67.6,0
2.2,-0.04,0.64,-5.3,-0.209,-0.256,16.7,64.6,34,70.4,0
2.22,-0.25,0.64,-5.28,0.17,-0.018,52.5,27.8,7.6,67.6,0
2.24,-0.46,0.63,-5.27,-0.162,-0.009,8.3,70.7,40.2,67.6,0
2.26,-0.46,0.62,-5.26,0.234,-0.175,46.1,35.9,1.4,70.4,0
2.28,-0.67,0.6,-5.25,0.094,-0.314,16.7,50.3,34,70.4,0
2.3,-0.67,0.59,-5.23,-0.336,-0.022,37.8,27.8,7.6,67.6,0
2.32,-0.67,0.58,-5.22,-0.243,-0.587,8.3,56.4,40.2,67.6,0
2.34,-0.46,0.57,-5.21,-0.098,-0.112,37.8,42.1,23.9,67.6,0
2.36,-0.25,0.56,-5.2,-0.111,-0.076,37.8,13.4,7.6,67.6,0
2.38,-0.25,0.56,-5.19,0.013,-0.278,60.9,-7,-14.8,70.4,0
2.4,-0.25,0.55,-5.18,0.349,-0.013,16.7,78.9,50.3,70.4,0
2.42,-0.25,0.55,-5.17,-0.196,-0.143,60.9,7.3,1.4,70.4,0
2.44,-0.25,0.54,-5.16,-0.306,-0.179,31.4,35.9,17.7,70.4,0
2.46,-0.46,0.53,-5.14,-0.285,0.072,8.3,56.4,40.2,67.6,0
2.48,-0.46,0.53,-5.13,-0.383,-0.054,23,42.1,40.2,67.6,0
2.5,-0.46,0.52,-5.12,-0.106,-0.094,37.8,42.1,40.2,67.6,0
2.52,-0.67,0.5,-5.11,-0.336,-0.036,8.3,56.4,23.9,67.6,0
2.54,-0.46,0.49,-5.1,-0.426,-0.184,-6.4,70.7,56.5,67.6,0
2.56,-0.25,0.49,-5.09,0.068,-0.09,67.2,42.1,23.9,67.6,0
2.58,-0.04,0.49,-5.08,0.609,-0.135,31.4,35.9,17.7,70.4,0
2.6,-0.04,0.49,-5.07,0.149,-0.166,16.7,35.9,17.7,70.4,0
2.62,0.17,0.49,-5.06,0.157,-0.045,16.7,35.9,17.7,70.4,0
2.64,0.17,0.49,-5.05,0.026,-0.067,2,64.6,34,70.4,0
2.66,0.38,0.5,-5.04,-0.017,0.072,8.3,42.1,23.9,67.6,0
2.68,0.38,0.51,-5.03,-0.094,-0.143,60.9,35.9,17.7,70.4,0
2.7,0.58,0.52,-5.02,-0.226,0.17,-19.1,44.1,27.9,73.3,0
